,event_type,strength_state
353751,shot-on-goal,5v5
353752,shot-on-goal,5v5
353757,shot-on-goal,5v5
353759,shot-on-goal,5v5
353764,missed-shot,5v5
353770,missed-shot,5v5
353771,shot-on-goal,5v5
353775,shot-on-goal,5v5
353780,shot-on-goal,5v5
353782,missed-shot,5v5
353783,missed-shot,5v5
353784,missed-shot,5v5
353785,shot-on-goal,5v5
353787,missed-shot,5v5
353792,shot-on-goal,5v5
353797,shot-on-goal,5v5
353798,missed-shot,5v5
353802,shot-on-goal,5v5
353807,shot-on-goal,5v5
353810,missed-shot,5v5
353813,shot-on-goal,5v5
353815,missed-shot,5v5
353819,shot-on-goal,5v5
353820,shot-on-goal,5v5
353821,missed-shot,5v5
353822,shot-on-goal,5v5
353824,shot-on-goal,5v5
353825,missed-shot,5v5
353829,missed-shot,5v5
353839,missed-shot,5v5
353840,shot-on-goal,5v5
353842,shot-on-goal,5v5
353846,shot-on-goal,5v4
353847,shot-on-goal,4v5
353849,shot-on-goal,4v5
353853,shot-on-goal,5v5
353861,missed-shot,5v5
353863,shot-on-goal,5v5
353866,missed-shot,5v5
353873,shot-on-goal,5v5
353875,shot-on-goal,5v5
353877,shot-on-goal,5v5
353881,shot-on-goal,5v4
353882,shot-on-goal,5v4
353884,shot-on-goal,5v4
353887,shot-on-goal,5v4
353892,missed-shot,5v5
353893,goal,5v5
353896,shot-on-goal,5v5
353897,missed-shot,5v5
353905,shot-on-goal,5v5
353912,missed-shot,5v5
353914,shot-on-goal,5v5
353917,missed-shot,5v5
353920,shot-on-goal,5v5
353926,shot-on-goal,5v4
353927,missed-shot,5v4
353929,shot-on-goal,5v4
353930,shot-on-goal,4v5
353933,shot-on-goal,5v5
353935,shot-on-goal,5v5
353936,missed-shot,5v5
353937,shot-on-goal,5v5
353940,shot-on-goal,5v5
353948,shot-on-goal,5v4
353949,shot-on-goal,5v4
353950,missed-shot,5v4
353952,shot-on-goal,5v4
353954,missed-shot,5v4
353955,shot-on-goal,5v4
353956,shot-on-goal,5v5
353959,shot-on-goal,5v5
353961,goal,5v5
353963,missed-shot,5v5
353964,shot-on-goal,5v5
353968,shot-on-goal,5v5
353969,missed-shot,5v5
353971,goal,5v5
353975,missed-shot,5v5
353978,shot-on-goal,5v5
353979,shot-on-goal,5v5
353982,shot-on-goal,5v5
353990,shot-on-goal,5v5
353993,shot-on-goal,5v5
354001,shot-on-goal,Other
354005,shot-on-goal,Other
354009,missed-shot,5v5
354010,missed-shot,5v5
354011,shot-on-goal,5v5
354012,shot-on-goal,5v5
354021,shot-on-goal,5v5
354024,shot-on-goal,5v5
354028,shot-on-goal,5v5
354035,shot-on-goal,5v5
354041,missed-shot,5v5
354047,shot-on-goal,5v5
354050,missed-shot,5v5
354052,shot-on-goal,5v5
354053,missed-shot,5v5
354054,shot-on-goal,5v5
354061,shot-on-goal,5v5
354068,shot-on-goal,5v4
354079,missed-shot,Other
354080,shot-on-goal,Other
354084,shot-on-goal,Other
354089,missed-shot,5v5
354092,shot-on-goal,5v5
354095,shot-on-goal,5v5
354097,shot-on-goal,5v5
354102,missed-shot,5v5
354114,missed-shot,5v5
354118,goal,5v5
354123,missed-shot,5v5
354125,missed-shot,5v5
354126,missed-shot,5v5
354130,shot-on-goal,5v5
354137,shot-on-goal,5v5
354141,missed-shot,5v5
354143,shot-on-goal,5v5
354147,shot-on-goal,5v4
354150,shot-on-goal,5v5
354158,shot-on-goal,5v5
354165,shot-on-goal,5v5
354166,goal,5v5
354169,shot-on-goal,5v5
354172,shot-on-goal,5v5
354177,missed-shot,5v5
354179,shot-on-goal,5v5
354180,shot-on-goal,5v5
354181,shot-on-goal,5v5
354182,missed-shot,5v5
354189,goal,5v5
354194,goal,5v5
354199,missed-shot,5v5
354200,missed-shot,5v5
354207,goal,5v5
354213,shot-on-goal,5v5
354214,shot-on-goal,5v5
354215,shot-on-goal,5v5
354218,missed-shot,5v5
354219,shot-on-goal,5v5
354222,shot-on-goal,5v5
354225,missed-shot,5v5
354235,missed-shot,5v5
354237,shot-on-goal,5v5
354239,shot-on-goal,5v5
354242,shot-on-goal,5v5
354249,missed-shot,5v5
354251,shot-on-goal,5v5
354256,shot-on-goal,5v5
354261,missed-shot,5v5
354263,missed-shot,5v5
354264,missed-shot,5v5
354266,shot-on-goal,5v5
354267,missed-shot,5v5
354268,goal,5v5
354278,missed-shot,5v5
354284,shot-on-goal,5v5
354287,missed-shot,5v5
354288,shot-on-goal,5v5
354290,goal,5v5
354294,missed-shot,5v5
354295,missed-shot,5v5
354297,shot-on-goal,5v5
354300,shot-on-goal,5v5
354304,missed-shot,5v5
354306,shot-on-goal,5v5
354308,shot-on-goal,5v5
354312,shot-on-goal,5v5
354315,missed-shot,5v5
354321,shot-on-goal,5v5
354322,missed-shot,5v5
354323,shot-on-goal,5v5
354325,shot-on-goal,5v5
354331,shot-on-goal,5v5
354332,missed-shot,5v5
354333,shot-on-goal,5v5
354335,missed-shot,5v5
354336,shot-on-goal,5v5
354339,shot-on-goal,5v5
354347,shot-on-goal,5v5
354352,shot-on-goal,5v5
354354,goal,5v5
354359,shot-on-goal,5v5
354362,shot-on-goal,5v5
354363,shot-on-goal,5v5
354369,shot-on-goal,5v5
354370,shot-on-goal,5v5
354372,shot-on-goal,5v5
354374,missed-shot,5v5
354376,goal,5v5
354380,shot-on-goal,5v5
354381,missed-shot,5v5
354382,missed-shot,5v5
354390,missed-shot,5v5
354394,shot-on-goal,5v5
354395,shot-on-goal,5v5
354396,shot-on-goal,5v5
354408,missed-shot,5v5
354410,missed-shot,5v5
354416,shot-on-goal,5v5
354424,shot-on-goal,5v4
354426,missed-shot,5v4
354427,shot-on-goal,5v5
354430,shot-on-goal,5v5
354431,missed-shot,5v5
354440,shot-on-goal,5v5
354441,shot-on-goal,5v5
354442,shot-on-goal,5v5
354449,shot-on-goal,5v5
354450,shot-on-goal,5v5
354453,missed-shot,5v5
354455,shot-on-goal,5v5
354458,shot-on-goal,5v5
354460,shot-on-goal,5v5
354461,shot-on-goal,5v5
354463,shot-on-goal,5v5
354469,shot-on-goal,5v5
354471,shot-on-goal,5v5
354473,shot-on-goal,5v5
354474,missed-shot,5v5
354475,shot-on-goal,5v5
354478,missed-shot,5v5
354486,shot-on-goal,5v5
354488,missed-shot,5v5
354490,missed-shot,5v5
354493,missed-shot,5v5
354499,shot-on-goal,5v5
354501,shot-on-goal,5v5
354505,shot-on-goal,5v5
354511,missed-shot,5v5
354514,shot-on-goal,5v5
354520,shot-on-goal,5v5
354523,shot-on-goal,5v5
354524,missed-shot,5v5
354529,shot-on-goal,5v5
354533,shot-on-goal,5v5
354536,shot-on-goal,5v5
354541,shot-on-goal,5v5
354542,shot-on-goal,5v5
354549,missed-shot,5v5
354551,missed-shot,5v5
354552,shot-on-goal,5v5
354555,shot-on-goal,5v5
354559,shot-on-goal,5v5
354564,shot-on-goal,5v5
354568,shot-on-goal,5v5
354571,shot-on-goal,5v5
354572,missed-shot,5v5
354573,shot-on-goal,5v5
354576,shot-on-goal,5v5
354577,shot-on-goal,5v5
354578,shot-on-goal,5v5
354582,shot-on-goal,5v5
354585,shot-on-goal,5v5
354588,shot-on-goal,5v5
354590,shot-on-goal,5v5
354592,shot-on-goal,5v5
354594,missed-shot,5v5
354601,shot-on-goal,5v5
354603,shot-on-goal,5v5
354605,shot-on-goal,5v5
354606,missed-shot,5v5
354608,shot-on-goal,5v5
354609,shot-on-goal,5v5
354612,missed-shot,5v5
354617,missed-shot,5v5
354620,missed-shot,5v5
354623,missed-shot,5v5
354626,shot-on-goal,5v5
354656,missed-shot,5v5
354657,missed-shot,5v5
354665,shot-on-goal,4v5
354666,shot-on-goal,5v4
354671,shot-on-goal,5v5
354674,missed-shot,5v4
354680,shot-on-goal,4v5
354682,missed-shot,4v5
354685,goal,5v5
354687,shot-on-goal,5v5
354690,shot-on-goal,5v5
354695,shot-on-goal,5v5
354696,missed-shot,5v5
354706,shot-on-goal,5v5
354707,goal,5v5
354713,shot-on-goal,5v4
354719,shot-on-goal,5v4
354727,shot-on-goal,5v5
354731,shot-on-goal,5v5
354734,shot-on-goal,5v5
354737,shot-on-goal,5v5
354741,shot-on-goal,5v5
354744,shot-on-goal,5v5
354745,shot-on-goal,5v5
354747,shot-on-goal,5v5
354748,goal,5v5
354755,shot-on-goal,5v5
354762,shot-on-goal,4v5
354764,missed-shot,5v4
354765,shot-on-goal,5v4
354767,missed-shot,5v5
354772,shot-on-goal,5v5
354774,shot-on-goal,5v5
354776,missed-shot,5v5
354778,shot-on-goal,5v5
354784,shot-on-goal,5v5
354785,shot-on-goal,5v5
354792,shot-on-goal,5v5
354794,shot-on-goal,5v5
354796,missed-shot,5v5
354797,missed-shot,5v5
354800,goal,5v5
354807,shot-on-goal,5v5
354810,shot-on-goal,5v5
354817,shot-on-goal,5v5
354823,shot-on-goal,5v5
354825,shot-on-goal,5v5
354828,shot-on-goal,5v5
354829,shot-on-goal,5v5
354830,missed-shot,5v5
354833,missed-shot,5v5
354836,missed-shot,5v5
354840,shot-on-goal,5v5
354841,goal,5v5
354844,shot-on-goal,5v5
354845,shot-on-goal,5v5
354846,shot-on-goal,5v5
354847,missed-shot,5v5
354849,shot-on-goal,5v5
354854,shot-on-goal,5v5
354862,missed-shot,5v4
354865,shot-on-goal,5v5
354870,missed-shot,5v5
354873,shot-on-goal,5v5
354875,shot-on-goal,5v5
354885,shot-on-goal,5v5
354887,missed-shot,5v5
354889,missed-shot,5v5
354892,shot-on-goal,5v5
354895,shot-on-goal,5v5
354898,missed-shot,Other
354900,shot-on-goal,Other
354902,missed-shot,Other
354903,shot-on-goal,Other
354904,shot-on-goal,Other
354905,shot-on-goal,Other
354912,shot-on-goal,5v5
354913,missed-shot,5v5
354916,shot-on-goal,5v5
354918,shot-on-goal,5v5
354920,shot-on-goal,5v5
354923,goal,5v5
354932,goal,5v4
354936,shot-on-goal,5v5
354937,shot-on-goal,5v5
354942,missed-shot,5v5
354945,shot-on-goal,5v5
354949,missed-shot,5v5
354955,shot-on-goal,5v5
354956,shot-on-goal,5v5
354963,shot-on-goal,5v5
354966,shot-on-goal,5v5
354969,missed-shot,5v5
354972,missed-shot,5v5
354976,missed-shot,5v5
354978,missed-shot,5v5
354984,missed-shot,5v4
354987,shot-on-goal,5v4
354988,shot-on-goal,5v4
354991,shot-on-goal,5v4
354994,missed-shot,5v4
354995,missed-shot,5v4
355013,shot-on-goal,5v5
355014,shot-on-goal,5v5
355015,missed-shot,5v5
355017,shot-on-goal,5v5
355018,missed-shot,5v5
355028,shot-on-goal,5v4
355029,shot-on-goal,5v4
355030,shot-on-goal,5v4
355032,shot-on-goal,5v4
355034,shot-on-goal,5v4
355035,missed-shot,5v5
355037,shot-on-goal,5v5
355044,shot-on-goal,5v5
355047,shot-on-goal,5v5
355048,shot-on-goal,5v5
355050,goal,5v5
355053,shot-on-goal,5v5
355054,shot-on-goal,5v5
355056,missed-shot,5v5
355057,shot-on-goal,5v5
355059,missed-shot,5v5
355064,shot-on-goal,5v5
355065,shot-on-goal,5v5
355072,shot-on-goal,5v5
355073,shot-on-goal,5v5
355075,missed-shot,5v5
355077,shot-on-goal,5v5
355080,shot-on-goal,5v5
355087,shot-on-goal,5v4
355089,missed-shot,4v5
355090,missed-shot,5v4
355091,shot-on-goal,5v5
355092,shot-on-goal,5v5
355102,goal,5v4
355106,shot-on-goal,5v4
355108,goal,5v4
355121,shot-on-goal,5v5
355123,shot-on-goal,5v5
355133,shot-on-goal,5v5
355135,shot-on-goal,5v5
355137,shot-on-goal,5v5
355138,missed-shot,5v5
355139,missed-shot,5v5
355141,shot-on-goal,5v5
355144,shot-on-goal,5v5
355150,shot-on-goal,5v5
355155,goal,5v5
355158,missed-shot,5v5
355159,shot-on-goal,5v5
355162,shot-on-goal,5v5
355164,missed-shot,5v5
355167,missed-shot,5v5
355173,shot-on-goal,5v5
355179,shot-on-goal,5v5
355191,missed-shot,5v5
355192,goal,5v5
355198,missed-shot,5v5
355207,shot-on-goal,5v5
355208,shot-on-goal,5v5
355212,shot-on-goal,5v5
355213,shot-on-goal,5v5
355217,goal,5v5
355224,shot-on-goal,5v4
355231,missed-shot,Other
355232,shot-on-goal,Other
355233,goal,Other
355237,shot-on-goal,4v5
355238,missed-shot,5v5
355242,shot-on-goal,5v5
355243,shot-on-goal,5v5
355248,missed-shot,5v5
355251,missed-shot,5v5
355252,missed-shot,5v5
355258,shot-on-goal,5v5
355264,shot-on-goal,5v5
355267,missed-shot,5v5
355269,shot-on-goal,5v5
355273,shot-on-goal,5v5
355281,shot-on-goal,5v5
355283,shot-on-goal,5v5
355293,shot-on-goal,5v4
355295,missed-shot,5v4
355296,missed-shot,5v4
355297,missed-shot,5v4
355301,missed-shot,4v5
355302,shot-on-goal,5v4
355304,missed-shot,4v5
355306,shot-on-goal,4v5
355309,shot-on-goal,5v5
355313,shot-on-goal,5v5
355317,missed-shot,5v5
355320,goal,5v5
355325,missed-shot,5v5
355326,shot-on-goal,5v5
355327,shot-on-goal,5v5
355328,goal,5v5
355336,goal,5v5
355346,missed-shot,5v5
355347,missed-shot,5v5
355354,missed-shot,5v4
355360,missed-shot,5v5
355363,missed-shot,5v5
355364,shot-on-goal,5v5
355373,shot-on-goal,5v5
355375,shot-on-goal,5v5
355376,shot-on-goal,5v5
355378,shot-on-goal,5v5
355380,shot-on-goal,5v5
355391,shot-on-goal,5v5
355397,shot-on-goal,5v5
355399,missed-shot,5v5
355400,shot-on-goal,5v5
355405,shot-on-goal,5v5
355409,missed-shot,5v5
355411,shot-on-goal,5v5
355419,shot-on-goal,5v5
355421,missed-shot,5v5
355426,missed-shot,5v5
355432,missed-shot,5v5
355433,missed-shot,5v5
355434,shot-on-goal,5v5
355435,goal,5v5
355437,shot-on-goal,5v5
355441,shot-on-goal,5v5
355443,shot-on-goal,5v5
355448,shot-on-goal,Other
355449,shot-on-goal,Other
355450,shot-on-goal,Other
355452,missed-shot,Other
355456,shot-on-goal,Other
355485,shot-on-goal,5v5
355486,shot-on-goal,5v5
355491,missed-shot,5v5
355495,shot-on-goal,5v5
355503,shot-on-goal,5v5
355510,shot-on-goal,5v5
355511,shot-on-goal,5v5
355521,shot-on-goal,5v5
355524,shot-on-goal,5v5
355531,shot-on-goal,5v4
355538,missed-shot,5v5
355539,shot-on-goal,5v5
355541,goal,5v5
355549,shot-on-goal,5v5
355550,missed-shot,5v5
355553,shot-on-goal,5v5
355556,shot-on-goal,5v4
355557,shot-on-goal,5v4
355558,goal,5v4
355561,missed-shot,5v5
355565,shot-on-goal,5v5
355569,missed-shot,5v5
355570,shot-on-goal,5v5
355577,shot-on-goal,4v5
355579,shot-on-goal,5v5
355581,goal,5v5
355584,shot-on-goal,5v5
355588,shot-on-goal,5v5
355592,shot-on-goal,5v5
355594,shot-on-goal,5v5
355595,shot-on-goal,5v5
355599,missed-shot,5v5
355601,shot-on-goal,5v5
355604,missed-shot,5v5
355607,missed-shot,5v5
355613,shot-on-goal,5v5
355621,shot-on-goal,5v4
355625,shot-on-goal,5v4
355627,shot-on-goal,5v4
355631,shot-on-goal,5v4
355634,missed-shot,5v5
355635,shot-on-goal,5v5
355637,shot-on-goal,5v5
355640,shot-on-goal,5v4
355642,shot-on-goal,4v5
355645,goal,5v4
355652,missed-shot,5v5
355654,shot-on-goal,5v5
355655,goal,5v5
355663,goal,5v5
355671,shot-on-goal,5v5
355675,shot-on-goal,5v5
355680,goal,5v5
355683,missed-shot,5v5
355686,missed-shot,5v5
355694,shot-on-goal,5v5
355696,shot-on-goal,5v5
355697,missed-shot,5v5
355699,goal,5v5
355708,shot-on-goal,5v5
355717,missed-shot,5v5
355718,goal,5v5
355720,missed-shot,5v5
355721,missed-shot,5v5
355724,missed-shot,5v5
355728,shot-on-goal,4v5
355736,shot-on-goal,5v5
355737,missed-shot,5v5
355740,shot-on-goal,5v4
355742,shot-on-goal,4v5
355745,missed-shot,5v5
355752,missed-shot,5v5
355756,shot-on-goal,5v5
355758,shot-on-goal,5v5
355767,shot-on-goal,5v5
355768,missed-shot,5v5
355773,shot-on-goal,5v5
355781,shot-on-goal,5v5
355792,missed-shot,5v5
355794,shot-on-goal,5v5
355796,missed-shot,5v5
355798,missed-shot,5v5
355800,missed-shot,5v5
355803,shot-on-goal,5v5
355805,missed-shot,5v5
355808,shot-on-goal,5v5
355809,shot-on-goal,5v5
355815,shot-on-goal,5v5
355818,missed-shot,5v5
355823,missed-shot,5v5
355828,shot-on-goal,5v5
355830,shot-on-goal,5v5
355832,goal,5v5
355839,goal,4v5
355841,shot-on-goal,5v4
355842,shot-on-goal,5v4
355846,goal,5v5
355858,missed-shot,5v5
355860,missed-shot,5v5
355862,shot-on-goal,5v5
355873,shot-on-goal,5v5
355883,shot-on-goal,5v5
355884,missed-shot,5v5
355885,shot-on-goal,5v5
355887,missed-shot,5v5
355894,goal,5v5
355907,shot-on-goal,5v4
355909,missed-shot,5v5
355913,missed-shot,5v5
355914,shot-on-goal,5v5
355915,missed-shot,5v5
355923,shot-on-goal,5v5
355924,shot-on-goal,5v5
355925,shot-on-goal,5v5
355930,shot-on-goal,5v5
355933,missed-shot,5v5
355942,shot-on-goal,5v4
355945,shot-on-goal,5v4
355955,shot-on-goal,5v4
355956,missed-shot,5v4
355958,shot-on-goal,5v4
355959,shot-on-goal,4v5
355961,shot-on-goal,5v4
355965,goal,5v5
355968,shot-on-goal,Other
355970,shot-on-goal,Other
355973,shot-on-goal,Other
355975,shot-on-goal,Other
355976,shot-on-goal,Other
355981,missed-shot,Other
355983,shot-on-goal,Other
355988,missed-shot,5v5
356002,shot-on-goal,5v4
356004,shot-on-goal,5v4
356005,shot-on-goal,5v4
356006,shot-on-goal,5v4
356007,shot-on-goal,5v4
356012,shot-on-goal,5v5
356014,shot-on-goal,5v5
356017,shot-on-goal,5v5
356020,shot-on-goal,5v5
356026,shot-on-goal,5v5
356028,missed-shot,5v5
356031,shot-on-goal,5v5
356032,missed-shot,5v5
356039,shot-on-goal,5v5
356040,shot-on-goal,5v5
356041,missed-shot,5v5
356051,shot-on-goal,5v5
356060,shot-on-goal,5v4
356066,missed-shot,Other
356067,shot-on-goal,Other
356069,shot-on-goal,Other
356071,missed-shot,Other
356072,missed-shot,Other
356074,shot-on-goal,Other
356079,shot-on-goal,5v5
356085,missed-shot,5v4
356089,shot-on-goal,5v4
356090,shot-on-goal,5v4
356091,shot-on-goal,5v4
356092,missed-shot,5v4
356095,shot-on-goal,5v4
356103,missed-shot,5v4
356112,goal,5v5
356122,missed-shot,5v5
356123,shot-on-goal,5v5
356124,missed-shot,5v5
356126,missed-shot,5v5
356128,missed-shot,5v5
356131,shot-on-goal,5v4
356132,shot-on-goal,5v4
356136,missed-shot,4v5
356139,goal,5v4
356143,shot-on-goal,5v5
356144,shot-on-goal,5v5
356146,shot-on-goal,5v5
356147,shot-on-goal,5v5
356148,shot-on-goal,5v5
356153,shot-on-goal,5v5
356157,shot-on-goal,5v4
356158,shot-on-goal,5v4
356160,shot-on-goal,5v4
356162,missed-shot,5v4
356163,shot-on-goal,5v4
356170,shot-on-goal,5v5
356173,missed-shot,5v5
356175,shot-on-goal,5v5
356177,goal,5v5
356180,missed-shot,5v5
356181,missed-shot,5v5
356183,shot-on-goal,5v5
356193,shot-on-goal,5v5
356195,missed-shot,5v5
356198,shot-on-goal,5v5
356199,shot-on-goal,5v5
356203,shot-on-goal,5v5
356208,shot-on-goal,5v5
356215,missed-shot,5v5
356217,shot-on-goal,5v5
356219,shot-on-goal,5v5
356224,missed-shot,5v5
356225,missed-shot,5v5
356231,shot-on-goal,5v4
356238,shot-on-goal,5v4
356240,shot-on-goal,5v4
356241,missed-shot,5v5
356249,missed-shot,5v5
356251,shot-on-goal,5v5
356252,shot-on-goal,5v5
356256,shot-on-goal,5v5
356261,shot-on-goal,5v5
356264,shot-on-goal,5v5
356266,shot-on-goal,5v5
356267,shot-on-goal,5v5
356273,missed-shot,5v5
356276,missed-shot,5v5
356277,shot-on-goal,5v5
356281,shot-on-goal,Other
356283,shot-on-goal,Other
356286,missed-shot,Other
356296,shot-on-goal,5v5
356299,shot-on-goal,5v5
356304,missed-shot,5v5
356305,missed-shot,5v5
356308,missed-shot,5v5
356312,shot-on-goal,5v5
356326,shot-on-goal,5v5
356329,shot-on-goal,5v4
356331,missed-shot,5v4
356332,shot-on-goal,5v5
356339,shot-on-goal,5v5
356340,shot-on-goal,5v5
356352,missed-shot,5v5
356356,goal,5v5
356358,missed-shot,5v5
356366,missed-shot,5v5
356374,goal,5v5
356381,shot-on-goal,5v5
356383,missed-shot,5v5
356392,shot-on-goal,5v5
356393,shot-on-goal,5v5
356396,missed-shot,5v5
356399,missed-shot,5v5
356400,goal,5v5
356403,shot-on-goal,5v5
356404,goal,5v5
356408,missed-shot,5v5
356410,shot-on-goal,5v5
356412,shot-on-goal,5v5
356414,missed-shot,5v5
356415,shot-on-goal,5v5
356417,goal,5v5
356422,missed-shot,5v5
356428,missed-shot,5v5
356430,shot-on-goal,5v5
356432,missed-shot,5v5
356434,missed-shot,5v5
356437,shot-on-goal,5v5
356444,missed-shot,5v5
356447,shot-on-goal,5v5
356451,missed-shot,5v5
356460,shot-on-goal,5v5
356462,missed-shot,5v5
356463,shot-on-goal,5v5
356465,missed-shot,5v5
356468,shot-on-goal,5v5
356473,shot-on-goal,5v5
356478,missed-shot,5v5
356479,goal,5v5
356483,shot-on-goal,5v5
356484,shot-on-goal,5v5
356488,goal,5v4
356497,shot-on-goal,5v5
356499,missed-shot,5v5
356500,missed-shot,5v5
356502,shot-on-goal,5v5
356504,shot-on-goal,5v5
356512,missed-shot,5v5
356516,shot-on-goal,5v5
356524,shot-on-goal,5v5
356526,missed-shot,5v5
356527,shot-on-goal,5v5
356530,shot-on-goal,5v5
356534,shot-on-goal,5v5
356536,shot-on-goal,5v5
356537,shot-on-goal,5v5
356540,shot-on-goal,5v5
356543,shot-on-goal,5v5
356550,shot-on-goal,5v5
356552,shot-on-goal,5v5
356554,shot-on-goal,5v5
356555,shot-on-goal,5v5
356556,shot-on-goal,5v5
356558,missed-shot,5v5
356559,shot-on-goal,5v5
356560,missed-shot,5v5
356566,shot-on-goal,5v5
356569,shot-on-goal,5v5
356571,missed-shot,Other
356577,shot-on-goal,Other
356578,shot-on-goal,Other
356580,shot-on-goal,Other
356581,goal,Other
356586,missed-shot,5v5
356587,shot-on-goal,5v5
356588,shot-on-goal,5v5
356590,shot-on-goal,5v5
356591,shot-on-goal,5v5
356593,shot-on-goal,5v5
356594,missed-shot,5v5
356596,goal,5v5
356598,shot-on-goal,5v5
356599,shot-on-goal,5v5
356600,shot-on-goal,5v5
356604,shot-on-goal,5v5
356607,shot-on-goal,4v5
356609,shot-on-goal,5v4
356623,missed-shot,5v5
356629,shot-on-goal,5v5
356634,shot-on-goal,5v5
356635,shot-on-goal,5v5
356639,shot-on-goal,5v5
356647,shot-on-goal,5v5
356654,missed-shot,5v4
356656,shot-on-goal,5v4
356662,shot-on-goal,5v4
356664,missed-shot,5v4
356667,missed-shot,Other
356671,shot-on-goal,4v5
356672,shot-on-goal,5v4
356673,missed-shot,5v4
356674,shot-on-goal,5v4
356676,shot-on-goal,5v5
356678,missed-shot,5v5
356681,shot-on-goal,5v5
356683,missed-shot,5v5
356686,missed-shot,5v5
356688,shot-on-goal,5v5
356691,shot-on-goal,5v5
356693,shot-on-goal,5v5
356695,shot-on-goal,5v5
356696,shot-on-goal,5v5
356706,missed-shot,5v5
356715,shot-on-goal,5v5
356717,shot-on-goal,5v5
356725,missed-shot,5v5
356729,missed-shot,Other
356732,goal,5v4
356734,shot-on-goal,5v5
356738,missed-shot,5v5
356739,missed-shot,5v5
356750,missed-shot,5v5
356753,shot-on-goal,5v5
356762,shot-on-goal,5v5
356765,missed-shot,5v5
356766,missed-shot,5v5
356770,missed-shot,5v5
356778,missed-shot,5v5
356780,missed-shot,5v5
356787,missed-shot,5v5
356790,shot-on-goal,5v5
356793,shot-on-goal,5v5
356798,goal,5v4
356802,shot-on-goal,5v5
356808,missed-shot,5v5
356810,missed-shot,5v5
356843,shot-on-goal,5v5
356846,shot-on-goal,5v5
356847,shot-on-goal,5v5
356849,missed-shot,5v5
356853,goal,5v5
356860,missed-shot,5v5
356861,missed-shot,5v5
356866,missed-shot,Other
356872,shot-on-goal,Other
356882,shot-on-goal,5v5
356883,shot-on-goal,5v5
356884,shot-on-goal,5v5
356885,shot-on-goal,5v5
356887,shot-on-goal,5v5
356892,goal,5v5
356894,shot-on-goal,5v5
356895,shot-on-goal,5v5
356898,shot-on-goal,5v5
356899,missed-shot,5v5
356900,shot-on-goal,5v5
356903,shot-on-goal,5v5
356904,shot-on-goal,5v5
356907,shot-on-goal,5v5
356910,missed-shot,5v5
356916,shot-on-goal,5v4
356919,missed-shot,5v5
356922,shot-on-goal,5v5
356924,missed-shot,5v5
356925,shot-on-goal,5v5
356932,missed-shot,5v5
356952,shot-on-goal,5v5
356953,shot-on-goal,5v5
356955,shot-on-goal,5v5
356957,shot-on-goal,5v5
356961,shot-on-goal,5v5
356964,missed-shot,5v5
356968,shot-on-goal,5v4
356969,goal,5v4
356972,missed-shot,5v5
356973,missed-shot,5v5
356977,missed-shot,5v5
356979,missed-shot,5v5
356988,missed-shot,5v5
356990,shot-on-goal,5v5
356992,missed-shot,5v5
356993,missed-shot,5v5
356994,shot-on-goal,5v5
356995,missed-shot,5v5
356999,shot-on-goal,5v5
357005,missed-shot,5v5
357006,shot-on-goal,5v5
357014,shot-on-goal,5v4
357015,shot-on-goal,5v4
357017,missed-shot,5v4
357020,shot-on-goal,5v5
357021,shot-on-goal,5v5
357026,shot-on-goal,Other
357028,missed-shot,Other
357029,missed-shot,Other
357030,shot-on-goal,Other
357032,shot-on-goal,5v5
357033,shot-on-goal,5v5
357042,shot-on-goal,5v5
357045,shot-on-goal,5v5
357049,shot-on-goal,5v5
357054,missed-shot,5v5
357056,shot-on-goal,5v5
357061,missed-shot,5v5
357062,shot-on-goal,5v5
357065,shot-on-goal,5v5
357085,shot-on-goal,5v5
357090,shot-on-goal,4v5
357097,shot-on-goal,5v4
