,event_type,strength_state
128038,missed-shot,Other
128041,shot-on-goal,Other
128042,shot-on-goal,Other
128047,shot-on-goal,4v5
128051,shot-on-goal,5v5
128052,shot-on-goal,5v5
128056,missed-shot,5v5
128057,shot-on-goal,5v5
128061,missed-shot,5v5
128070,missed-shot,5v5
128075,shot-on-goal,5v5
128076,missed-shot,5v5
128078,missed-shot,5v5
128081,missed-shot,5v5
128087,missed-shot,5v4
128088,shot-on-goal,5v4
128089,shot-on-goal,5v4
128090,shot-on-goal,5v4
128091,shot-on-goal,5v4
128095,missed-shot,5v4
128097,shot-on-goal,5v4
128103,shot-on-goal,5v5
128105,missed-shot,5v5
128107,goal,5v5
128111,shot-on-goal,5v5
128113,shot-on-goal,5v5
128116,shot-on-goal,5v5
128123,goal,5v5
128133,shot-on-goal,5v5
128135,shot-on-goal,Other
128136,shot-on-goal,Other
128137,shot-on-goal,Other
128139,missed-shot,Other
128140,shot-on-goal,Other
128143,goal,Other
128156,shot-on-goal,5v4
128159,shot-on-goal,5v4
128162,shot-on-goal,5v4
128164,shot-on-goal,5v5
128167,shot-on-goal,5v5
128170,shot-on-goal,5v5
128179,shot-on-goal,5v5
128180,shot-on-goal,5v5
128181,shot-on-goal,5v5
128182,missed-shot,5v5
128184,shot-on-goal,5v5
128185,shot-on-goal,5v5
128188,shot-on-goal,5v5
128197,missed-shot,5v5
128200,missed-shot,5v5
128209,shot-on-goal,5v5
128211,shot-on-goal,5v5
128213,shot-on-goal,5v5
128214,shot-on-goal,5v5
128215,shot-on-goal,5v5
128216,shot-on-goal,5v5
128218,shot-on-goal,5v5
128222,goal,5v5
128227,missed-shot,5v5
128228,missed-shot,5v5
128236,shot-on-goal,5v5
128238,shot-on-goal,5v5
128241,goal,5v5
128243,shot-on-goal,5v5
128250,shot-on-goal,5v5
128253,shot-on-goal,5v5
128257,missed-shot,5v5
128258,shot-on-goal,5v5
128265,shot-on-goal,5v5
128270,shot-on-goal,5v5
128276,shot-on-goal,5v5
128277,shot-on-goal,5v5
128282,shot-on-goal,5v4
128283,shot-on-goal,5v4
128285,missed-shot,5v5
128286,shot-on-goal,5v5
128289,shot-on-goal,5v5
128290,shot-on-goal,5v5
128291,goal,5v5
128302,shot-on-goal,5v5
128303,shot-on-goal,5v5
128306,shot-on-goal,5v5
128314,shot-on-goal,5v4
128321,shot-on-goal,5v4
128323,missed-shot,5v4
128324,shot-on-goal,5v4
128326,missed-shot,5v4
128328,goal,4v5
128332,missed-shot,5v5
128333,shot-on-goal,5v5
128336,shot-on-goal,5v5
128344,missed-shot,5v5
128345,shot-on-goal,5v5
128347,shot-on-goal,5v5
128350,shot-on-goal,5v5
128354,shot-on-goal,5v5
128364,goal,5v5
128367,missed-shot,5v5
128369,shot-on-goal,5v5
128370,missed-shot,5v5
128371,goal,5v5
128373,shot-on-goal,5v5
128377,missed-shot,5v5
128378,shot-on-goal,5v5
128380,shot-on-goal,5v5
128381,shot-on-goal,5v5
128383,shot-on-goal,5v5
128385,shot-on-goal,5v5
128388,shot-on-goal,5v5
128389,shot-on-goal,5v5
128390,shot-on-goal,5v5
128392,goal,5v5
128400,shot-on-goal,5v5
128401,shot-on-goal,5v5
128403,missed-shot,5v5
128406,shot-on-goal,5v5
128408,shot-on-goal,5v5
128409,missed-shot,5v5
128412,shot-on-goal,5v5
128416,shot-on-goal,5v5
128418,shot-on-goal,5v5
128425,shot-on-goal,5v5
128426,shot-on-goal,5v5
128427,shot-on-goal,5v5
128428,shot-on-goal,5v5
128430,missed-shot,Other
128432,shot-on-goal,Other
128433,shot-on-goal,Other
128441,shot-on-goal,5v5
128445,shot-on-goal,5v5
128448,missed-shot,5v5
128449,missed-shot,5v5
128453,shot-on-goal,5v5
128456,shot-on-goal,5v5
128457,shot-on-goal,5v5
128460,shot-on-goal,5v5
128466,shot-on-goal,5v5
128471,shot-on-goal,5v4
128476,goal,Other
128478,missed-shot,5v4
128479,shot-on-goal,5v4
128481,shot-on-goal,5v4
128485,shot-on-goal,5v5
128486,shot-on-goal,5v5
128487,shot-on-goal,5v5
128488,shot-on-goal,5v5
128492,shot-on-goal,5v5
128496,shot-on-goal,5v5
128498,missed-shot,5v5
128502,goal,5v5
128508,shot-on-goal,5v5
128513,shot-on-goal,5v5
128515,missed-shot,5v5
128519,goal,5v5
128524,shot-on-goal,5v5
128526,shot-on-goal,5v5
128530,shot-on-goal,5v5
128535,missed-shot,5v5
128538,shot-on-goal,5v5
128540,shot-on-goal,5v5
128542,shot-on-goal,5v5
128544,shot-on-goal,5v5
128545,missed-shot,5v5
128546,shot-on-goal,5v5
128555,shot-on-goal,5v5
128560,shot-on-goal,5v5
128561,missed-shot,5v5
128563,missed-shot,5v5
128564,shot-on-goal,5v5
128567,missed-shot,5v5
128570,shot-on-goal,5v4
128574,goal,5v5
128578,shot-on-goal,5v5
128581,missed-shot,5v5
128583,missed-shot,5v5
128584,shot-on-goal,5v5
128591,shot-on-goal,5v5
128594,missed-shot,5v5
128595,missed-shot,5v5
128596,missed-shot,5v5
128599,shot-on-goal,5v5
128600,missed-shot,5v5
128604,missed-shot,5v5
128605,shot-on-goal,5v5
128609,shot-on-goal,5v5
128611,missed-shot,5v5
128612,shot-on-goal,5v5
128617,missed-shot,5v4
128618,shot-on-goal,5v4
128619,missed-shot,5v4
128621,shot-on-goal,5v4
128631,shot-on-goal,5v5
128636,shot-on-goal,5v5
128637,goal,5v5
128639,shot-on-goal,5v5
128643,shot-on-goal,5v5
128644,shot-on-goal,5v5
128645,shot-on-goal,5v5
128650,shot-on-goal,5v5
128652,shot-on-goal,5v5
128655,missed-shot,5v5
128656,shot-on-goal,5v5
128657,shot-on-goal,5v5
128661,shot-on-goal,5v5
128662,shot-on-goal,5v5
128667,missed-shot,5v5
128671,shot-on-goal,5v5
128675,shot-on-goal,5v5
128683,missed-shot,5v5
128687,shot-on-goal,5v5
128691,shot-on-goal,5v5
128694,goal,5v5
128698,shot-on-goal,5v5
128700,missed-shot,5v5
128701,shot-on-goal,5v5
128703,shot-on-goal,5v5
128706,missed-shot,5v5
128711,goal,5v5
128721,missed-shot,5v5
128722,shot-on-goal,5v5
128735,shot-on-goal,Other
128736,shot-on-goal,Other
128737,shot-on-goal,Other
128739,shot-on-goal,Other
128746,shot-on-goal,5v4
128752,missed-shot,5v4
128753,goal,4v5
128757,shot-on-goal,5v5
128765,shot-on-goal,5v5
128766,shot-on-goal,5v5
128770,shot-on-goal,5v5
128772,missed-shot,5v5
128776,shot-on-goal,5v5
128779,shot-on-goal,5v5
128783,missed-shot,5v5
128786,missed-shot,5v5
128789,missed-shot,5v5
128794,shot-on-goal,5v5
128795,shot-on-goal,5v5
128799,shot-on-goal,5v5
128800,missed-shot,5v5
128803,goal,5v4
128805,missed-shot,5v5
128810,shot-on-goal,5v4
128813,goal,5v4
128816,missed-shot,5v5
128818,missed-shot,5v5
128819,shot-on-goal,5v5
128822,shot-on-goal,5v5
128824,shot-on-goal,5v5
128825,shot-on-goal,5v5
128829,missed-shot,5v5
128843,shot-on-goal,5v5
128844,shot-on-goal,5v5
128845,goal,5v5
128849,shot-on-goal,5v5
128852,missed-shot,5v5
128854,missed-shot,5v5
128855,missed-shot,5v5
128861,goal,5v5
128863,missed-shot,5v5
128867,goal,5v5
128869,missed-shot,5v5
128873,shot-on-goal,5v5
128878,shot-on-goal,5v5
128883,shot-on-goal,5v5
128886,missed-shot,5v5
128888,missed-shot,5v5
128892,missed-shot,5v5
128898,shot-on-goal,4v5
128900,missed-shot,4v5
128901,shot-on-goal,5v4
128919,shot-on-goal,5v5
128931,shot-on-goal,5v5
128935,shot-on-goal,5v4
128936,goal,5v4
128938,missed-shot,5v5
128948,missed-shot,5v4
128950,shot-on-goal,5v4
128953,goal,5v4
128955,shot-on-goal,5v5
128958,shot-on-goal,5v5
128962,shot-on-goal,5v5
128964,missed-shot,5v5
128969,missed-shot,5v5
128972,missed-shot,5v5
128976,shot-on-goal,5v5
128977,shot-on-goal,5v5
128979,shot-on-goal,5v5
128984,shot-on-goal,Other
128985,missed-shot,Other
128988,missed-shot,Other
128989,missed-shot,Other
128993,shot-on-goal,Other
128994,missed-shot,Other
128996,missed-shot,Other
129012,shot-on-goal,5v5
129014,missed-shot,5v5
129016,shot-on-goal,5v5
129017,missed-shot,5v5
129018,shot-on-goal,5v5
129022,goal,5v5
129024,shot-on-goal,5v5
129025,shot-on-goal,5v5
129027,shot-on-goal,5v5
129028,missed-shot,5v5
129035,goal,5v5
129037,shot-on-goal,5v5
129039,shot-on-goal,5v5
129042,shot-on-goal,5v5
129046,shot-on-goal,5v5
129050,shot-on-goal,5v5
129052,goal,5v5
129058,shot-on-goal,5v5
129059,shot-on-goal,5v5
129060,shot-on-goal,5v5
129061,shot-on-goal,5v5
129063,missed-shot,5v5
129066,missed-shot,5v5
129068,shot-on-goal,5v5
129076,missed-shot,5v4
129077,missed-shot,5v4
129082,shot-on-goal,5v5
129084,shot-on-goal,5v5
129086,shot-on-goal,5v5
129087,shot-on-goal,5v5
129089,goal,5v5
129091,shot-on-goal,5v5
129092,missed-shot,5v5
129100,shot-on-goal,5v4
129102,shot-on-goal,5v4
129108,missed-shot,5v5
129114,shot-on-goal,5v5
129115,missed-shot,5v5
129128,shot-on-goal,4v5
129131,shot-on-goal,5v5
129133,shot-on-goal,5v5
129134,shot-on-goal,5v5
129137,missed-shot,5v5
129138,shot-on-goal,5v5
129140,missed-shot,5v5
129143,shot-on-goal,5v5
129144,shot-on-goal,5v5
129150,shot-on-goal,5v4
129152,shot-on-goal,5v4
129153,shot-on-goal,5v4
129155,shot-on-goal,5v5
129157,shot-on-goal,5v5
129162,shot-on-goal,5v4
129164,shot-on-goal,5v4
129166,shot-on-goal,5v4
129168,shot-on-goal,5v4
129169,shot-on-goal,5v4
129171,missed-shot,5v5
129172,shot-on-goal,5v5
129173,shot-on-goal,5v5
129176,missed-shot,5v5
129177,missed-shot,5v5
129180,missed-shot,5v5
129181,missed-shot,5v5
129182,shot-on-goal,5v5
129184,shot-on-goal,5v5
129188,shot-on-goal,5v5
129190,shot-on-goal,5v5
129194,missed-shot,5v5
129198,shot-on-goal,5v5
129208,missed-shot,5v5
129211,shot-on-goal,5v5
129212,shot-on-goal,5v5
129215,shot-on-goal,5v4
129217,shot-on-goal,5v4
129220,goal,5v5
129223,shot-on-goal,5v5
129224,shot-on-goal,5v5
129230,shot-on-goal,5v4
129231,goal,5v4
129238,missed-shot,5v5
129241,shot-on-goal,5v5
129246,missed-shot,5v5
129247,shot-on-goal,5v5
129250,missed-shot,5v5
129252,shot-on-goal,5v5
129253,shot-on-goal,5v5
129256,shot-on-goal,5v5
129258,shot-on-goal,5v5
129262,missed-shot,5v5
129265,shot-on-goal,Other
129270,goal,Other
129272,shot-on-goal,5v5
129275,shot-on-goal,5v5
129278,shot-on-goal,5v5
129281,shot-on-goal,5v5
129283,missed-shot,5v5
129285,shot-on-goal,5v5
129287,shot-on-goal,5v5
129288,shot-on-goal,5v5
129290,shot-on-goal,5v5
129296,missed-shot,5v5
129298,shot-on-goal,5v5
129301,shot-on-goal,5v5
129302,shot-on-goal,5v5
129304,shot-on-goal,5v5
129308,missed-shot,5v5
129312,shot-on-goal,5v5
129314,shot-on-goal,5v5
129315,missed-shot,5v5
129316,missed-shot,5v5
129317,missed-shot,5v5
129322,shot-on-goal,5v5
129324,shot-on-goal,5v5
129325,shot-on-goal,5v5
129331,goal,5v4
129335,shot-on-goal,5v5
129336,shot-on-goal,5v5
129338,shot-on-goal,5v5
129339,shot-on-goal,5v5
129343,shot-on-goal,5v5
129347,missed-shot,5v5
129348,shot-on-goal,5v5
129349,shot-on-goal,5v5
129351,shot-on-goal,5v5
129354,goal,5v5
129361,shot-on-goal,5v5
129363,shot-on-goal,5v5
129370,shot-on-goal,5v5
129372,shot-on-goal,5v5
129374,shot-on-goal,5v5
129375,shot-on-goal,5v5
129378,shot-on-goal,5v5
129385,shot-on-goal,5v5
129386,shot-on-goal,5v5
129389,shot-on-goal,5v5
129390,shot-on-goal,5v5
129391,shot-on-goal,5v5
129396,shot-on-goal,5v5
129403,shot-on-goal,5v5
129406,goal,5v5
129408,missed-shot,5v5
129410,shot-on-goal,5v5
129414,missed-shot,5v5
129416,shot-on-goal,5v5
129417,shot-on-goal,5v5
129418,shot-on-goal,5v5
129421,goal,5v5
129424,missed-shot,5v5
129429,shot-on-goal,5v5
129437,shot-on-goal,5v4
129438,shot-on-goal,5v4
129439,missed-shot,5v5
129441,goal,5v5
129448,shot-on-goal,5v4
129449,missed-shot,5v4
129451,shot-on-goal,5v4
129452,shot-on-goal,5v5
129453,shot-on-goal,5v5
129456,shot-on-goal,5v5
129457,shot-on-goal,5v5
129458,missed-shot,5v5
129459,shot-on-goal,5v5
129462,missed-shot,5v4
129464,shot-on-goal,5v4
129466,shot-on-goal,5v4
129469,shot-on-goal,5v5
129475,shot-on-goal,5v5
129476,shot-on-goal,5v5
129479,shot-on-goal,5v5
129483,shot-on-goal,5v5
129485,shot-on-goal,5v5
129489,shot-on-goal,5v5
129493,shot-on-goal,5v5
129496,shot-on-goal,5v5
129499,shot-on-goal,5v5
129500,shot-on-goal,5v5
129505,shot-on-goal,5v5
129508,missed-shot,5v4
129509,shot-on-goal,5v4
129514,shot-on-goal,Other
129515,shot-on-goal,Other
129519,missed-shot,Other
129520,goal,Other
129525,shot-on-goal,Other
129526,shot-on-goal,Other
129527,goal,Other
129529,shot-on-goal,5v5
129533,missed-shot,5v5
129535,shot-on-goal,5v5
129540,shot-on-goal,5v5
129541,shot-on-goal,5v5
129547,missed-shot,5v5
129548,missed-shot,5v5
129550,missed-shot,5v5
129557,missed-shot,5v5
129558,shot-on-goal,5v5
129565,shot-on-goal,5v5
129567,shot-on-goal,5v5
129585,goal,5v5
129588,shot-on-goal,5v5
129589,shot-on-goal,5v5
129592,missed-shot,5v4
129593,shot-on-goal,5v4
129599,missed-shot,5v4
129601,shot-on-goal,5v5
129604,shot-on-goal,5v4
129606,missed-shot,5v4
129607,shot-on-goal,5v4
129611,shot-on-goal,5v4
129614,shot-on-goal,5v5
129623,missed-shot,5v5
129628,missed-shot,5v5
129633,missed-shot,5v5
129636,missed-shot,5v4
129637,shot-on-goal,5v4
129640,shot-on-goal,4v5
129641,shot-on-goal,5v4
129643,shot-on-goal,5v4
129645,shot-on-goal,5v5
129649,shot-on-goal,5v5
129654,shot-on-goal,4v5
129658,shot-on-goal,5v5
129659,shot-on-goal,5v5
129664,missed-shot,5v5
129668,shot-on-goal,5v5
129675,missed-shot,5v5
129677,goal,5v5
129685,shot-on-goal,4v5
129687,shot-on-goal,5v4
129689,shot-on-goal,5v5
129691,shot-on-goal,5v5
129697,shot-on-goal,5v5
129703,shot-on-goal,5v5
129707,shot-on-goal,5v5
129708,shot-on-goal,5v5
129716,shot-on-goal,5v5
129717,shot-on-goal,5v5
129719,shot-on-goal,5v5
129720,missed-shot,5v5
129726,shot-on-goal,5v5
129728,shot-on-goal,5v5
129730,missed-shot,5v5
129734,shot-on-goal,5v5
129739,missed-shot,5v5
129743,shot-on-goal,5v5
129746,shot-on-goal,5v5
129747,missed-shot,5v5
129749,shot-on-goal,5v5
129751,goal,5v5
129760,shot-on-goal,5v5
129763,shot-on-goal,5v5
129768,shot-on-goal,5v5
129781,shot-on-goal,5v5
129782,shot-on-goal,5v5
129791,shot-on-goal,5v5
129795,shot-on-goal,5v5
129798,shot-on-goal,5v5
129801,shot-on-goal,5v5
129804,shot-on-goal,5v5
129805,shot-on-goal,5v5
129808,shot-on-goal,5v5
129812,shot-on-goal,5v5
129814,shot-on-goal,5v5
129815,shot-on-goal,5v5
129818,missed-shot,5v5
129820,shot-on-goal,5v5
129824,shot-on-goal,5v4
129827,goal,4v5
129829,missed-shot,5v4
129830,missed-shot,5v4
129834,shot-on-goal,5v5
129841,missed-shot,5v4
129844,missed-shot,5v4
129846,shot-on-goal,5v5
129848,shot-on-goal,5v5
129856,shot-on-goal,5v5
129857,shot-on-goal,5v5
129866,shot-on-goal,5v4
129873,shot-on-goal,5v4
129874,shot-on-goal,5v4
129875,shot-on-goal,5v4
129877,goal,5v5
129880,shot-on-goal,5v5
129883,shot-on-goal,5v5
129884,shot-on-goal,5v5
129889,shot-on-goal,5v5
129891,missed-shot,5v5
129892,shot-on-goal,5v5
129894,shot-on-goal,5v5
129898,shot-on-goal,5v5
129900,missed-shot,5v5
129905,missed-shot,5v5
129910,shot-on-goal,5v5
129912,shot-on-goal,5v5
129916,shot-on-goal,5v5
129917,missed-shot,5v5
129920,missed-shot,5v5
129923,missed-shot,5v5
129926,shot-on-goal,5v4
129933,shot-on-goal,Other
129934,shot-on-goal,Other
129935,shot-on-goal,Other
129940,shot-on-goal,5v5
129943,missed-shot,5v5
129946,shot-on-goal,5v5
129948,shot-on-goal,5v5
129950,missed-shot,5v5
129952,missed-shot,5v5
129957,shot-on-goal,5v5
129959,shot-on-goal,5v5
129961,shot-on-goal,5v5
129964,missed-shot,5v5
129967,missed-shot,5v5
129970,shot-on-goal,5v5
129971,shot-on-goal,5v5
129972,shot-on-goal,5v5
129973,shot-on-goal,5v5
129975,shot-on-goal,5v5
129977,shot-on-goal,5v5
129980,missed-shot,5v5
129982,goal,5v5
129985,shot-on-goal,5v5
129988,missed-shot,5v5
129993,shot-on-goal,5v5
129999,shot-on-goal,5v5
130000,shot-on-goal,5v5
130001,shot-on-goal,5v5
130003,shot-on-goal,5v5
130004,missed-shot,5v5
130006,shot-on-goal,5v5
130012,shot-on-goal,Other
130014,shot-on-goal,Other
130016,shot-on-goal,Other
130020,shot-on-goal,5v5
130031,shot-on-goal,5v5
130034,shot-on-goal,5v5
130037,missed-shot,5v5
130039,shot-on-goal,5v5
130041,goal,5v5
130044,goal,5v5
130046,shot-on-goal,5v5
130047,shot-on-goal,5v5
130061,shot-on-goal,5v5
130062,missed-shot,5v5
130064,shot-on-goal,5v5
130066,shot-on-goal,5v5
130070,shot-on-goal,5v5
130073,shot-on-goal,5v5
130075,shot-on-goal,5v5
130085,shot-on-goal,5v5
130087,shot-on-goal,5v5
130089,shot-on-goal,5v5
130096,shot-on-goal,5v5
130106,missed-shot,5v4
130109,shot-on-goal,5v5
130111,shot-on-goal,5v5
130115,missed-shot,5v5
130116,shot-on-goal,5v5
130121,shot-on-goal,5v5
130122,shot-on-goal,5v5
130123,shot-on-goal,5v5
130131,shot-on-goal,5v5
130135,shot-on-goal,5v5
130140,missed-shot,5v5
130141,shot-on-goal,5v5
130142,shot-on-goal,5v5
130145,missed-shot,5v5
130147,missed-shot,5v5
130150,missed-shot,5v5
130154,goal,5v5
130156,missed-shot,5v5
130159,shot-on-goal,5v5
130162,shot-on-goal,5v5
130167,shot-on-goal,Other
130174,shot-on-goal,5v4
130176,shot-on-goal,5v4
130177,missed-shot,5v4
130178,shot-on-goal,5v4
130182,missed-shot,4v5
130183,shot-on-goal,5v4
130188,shot-on-goal,5v4
130190,shot-on-goal,5v4
130197,shot-on-goal,Other
130207,goal,5v5
130213,shot-on-goal,5v5
130215,shot-on-goal,5v5
130219,shot-on-goal,5v4
130225,shot-on-goal,5v4
130229,shot-on-goal,5v5
130231,shot-on-goal,5v5
130232,shot-on-goal,5v5
130237,missed-shot,5v5
130239,shot-on-goal,5v5
130240,shot-on-goal,5v5
130246,missed-shot,5v4
130248,shot-on-goal,5v4
130249,missed-shot,5v4
130252,goal,5v5
130262,shot-on-goal,5v5
130263,shot-on-goal,5v5
130269,goal,5v5
130271,shot-on-goal,5v5
130276,shot-on-goal,5v5
130278,shot-on-goal,5v5
130281,shot-on-goal,5v5
130287,shot-on-goal,5v5
130288,shot-on-goal,5v5
130289,missed-shot,5v5
130292,missed-shot,5v5
130293,shot-on-goal,5v5
130294,shot-on-goal,5v5
130297,shot-on-goal,5v5
130301,missed-shot,5v5
130302,missed-shot,5v5
130303,shot-on-goal,5v5
130305,shot-on-goal,5v5
130306,shot-on-goal,5v5
130309,shot-on-goal,5v5
130317,shot-on-goal,5v5
130318,shot-on-goal,5v5
130319,shot-on-goal,5v5
130322,missed-shot,5v5
130323,shot-on-goal,5v5
130325,missed-shot,5v5
130334,shot-on-goal,5v5
130338,shot-on-goal,5v5
130341,shot-on-goal,5v5
130342,missed-shot,5v5
130350,shot-on-goal,5v5
130352,shot-on-goal,5v5
130355,shot-on-goal,5v5
130357,shot-on-goal,5v5
130362,missed-shot,5v5
130366,shot-on-goal,5v5
130368,shot-on-goal,5v5
130372,missed-shot,5v5
130379,goal,5v4
130382,shot-on-goal,5v5
130389,missed-shot,5v5
130391,shot-on-goal,5v5
130394,shot-on-goal,5v5
130402,shot-on-goal,5v5
130406,shot-on-goal,5v5
130408,shot-on-goal,5v5
130417,shot-on-goal,5v5
130423,shot-on-goal,5v5
130434,goal,5v4
130436,shot-on-goal,5v5
130437,shot-on-goal,5v5
130438,missed-shot,5v5
130442,shot-on-goal,5v5
130444,shot-on-goal,5v5
130451,shot-on-goal,Other
130455,shot-on-goal,4v5
130456,missed-shot,5v4
130457,missed-shot,5v4
130458,shot-on-goal,5v4
130459,shot-on-goal,5v4
130464,shot-on-goal,4v5
130466,shot-on-goal,4v5
130468,shot-on-goal,4v5
130470,shot-on-goal,5v5
130471,shot-on-goal,5v5
130476,shot-on-goal,5v4
130482,missed-shot,5v5
130484,shot-on-goal,5v5
130487,shot-on-goal,5v5
130489,missed-shot,5v5
130490,shot-on-goal,5v5
130494,shot-on-goal,5v5
130500,missed-shot,5v4
130502,missed-shot,5v4
130508,missed-shot,5v4
130509,shot-on-goal,5v4
130511,missed-shot,5v4
130513,missed-shot,5v4
130518,shot-on-goal,5v5
130519,shot-on-goal,5v5
130521,shot-on-goal,5v5
130528,shot-on-goal,5v5
130532,missed-shot,5v5
130533,goal,5v5
130536,shot-on-goal,5v5
130544,shot-on-goal,5v5
130547,shot-on-goal,5v5
130553,missed-shot,5v5
130554,shot-on-goal,5v5
130555,shot-on-goal,5v5
130556,shot-on-goal,5v5
130562,missed-shot,5v5
130565,shot-on-goal,5v5
130566,missed-shot,5v5
130567,missed-shot,5v5
130568,goal,5v5
130570,goal,5v5
130573,shot-on-goal,5v5
130576,goal,Other
130579,missed-shot,5v5
130580,missed-shot,5v5
130581,shot-on-goal,5v5
130584,missed-shot,Other
130586,missed-shot,Other
130589,goal,Other
130603,shot-on-goal,5v5
130605,shot-on-goal,5v5
130608,goal,5v4
130620,missed-shot,5v5
130621,shot-on-goal,5v5
130622,shot-on-goal,5v5
130626,shot-on-goal,5v5
130632,goal,5v5
130635,shot-on-goal,5v5
130636,shot-on-goal,5v5
130639,shot-on-goal,5v5
130644,shot-on-goal,5v5
130649,missed-shot,5v5
130650,shot-on-goal,5v5
130656,shot-on-goal,5v5
130660,goal,5v5
130662,shot-on-goal,5v5
130667,shot-on-goal,5v5
130669,missed-shot,5v5
130670,shot-on-goal,5v5
130672,shot-on-goal,5v5
130673,shot-on-goal,Other
130676,shot-on-goal,5v4
130679,shot-on-goal,5v5
130683,missed-shot,5v5
130685,shot-on-goal,Other
130688,shot-on-goal,5v4
130690,shot-on-goal,5v4
130691,shot-on-goal,5v4
130694,shot-on-goal,4v5
130697,shot-on-goal,5v4
130698,missed-shot,5v4
130699,shot-on-goal,5v4
130701,shot-on-goal,5v5
130702,shot-on-goal,5v5
130713,shot-on-goal,5v5
130716,shot-on-goal,5v5
130718,missed-shot,5v5
130726,missed-shot,5v5
130728,missed-shot,5v5
130729,shot-on-goal,5v5
130732,shot-on-goal,5v5
130735,shot-on-goal,5v5
130739,shot-on-goal,5v5
130743,missed-shot,5v4
130744,shot-on-goal,5v4
130745,shot-on-goal,5v4
130750,shot-on-goal,5v5
130753,shot-on-goal,5v5
130758,shot-on-goal,5v4
130763,shot-on-goal,5v4
130764,missed-shot,5v4
130768,shot-on-goal,5v5
130769,shot-on-goal,5v5
130770,missed-shot,5v5
130777,shot-on-goal,5v5
130781,shot-on-goal,5v4
130782,shot-on-goal,5v4
130783,shot-on-goal,5v4
130784,goal,5v4
130787,shot-on-goal,5v5
130791,shot-on-goal,5v5
130793,shot-on-goal,5v5
130795,shot-on-goal,5v5
130797,missed-shot,5v5
130798,shot-on-goal,5v5
130799,goal,5v5
130806,shot-on-goal,5v5
130807,shot-on-goal,5v5
130809,shot-on-goal,5v5
130816,missed-shot,5v5
130824,goal,Other
130827,shot-on-goal,5v5
130832,shot-on-goal,Other
130833,shot-on-goal,Other
130835,shot-on-goal,Other
130837,shot-on-goal,Other
130839,shot-on-goal,Other
130840,missed-shot,Other
130841,shot-on-goal,Other
130845,shot-on-goal,Other
130846,shot-on-goal,Other
130847,missed-shot,Other
130858,shot-on-goal,5v5
130862,shot-on-goal,5v5
130863,shot-on-goal,5v5
130867,shot-on-goal,5v4
130875,shot-on-goal,5v5
130879,shot-on-goal,5v4
130880,shot-on-goal,5v4
130883,shot-on-goal,4v5
130884,goal,4v5
130889,shot-on-goal,5v5
130891,shot-on-goal,5v5
130893,shot-on-goal,5v5
130896,shot-on-goal,5v5
130897,shot-on-goal,5v5
130898,shot-on-goal,5v5
130902,shot-on-goal,5v4
130903,missed-shot,5v4
130904,shot-on-goal,5v4
130905,shot-on-goal,5v4
130911,goal,5v5
130915,shot-on-goal,5v5
130917,shot-on-goal,5v5
130921,shot-on-goal,5v5
130922,shot-on-goal,5v5
130925,shot-on-goal,5v5
130929,missed-shot,5v5
130932,missed-shot,5v5
130942,shot-on-goal,5v4
130944,shot-on-goal,5v4
130945,shot-on-goal,5v4
130950,shot-on-goal,5v5
130952,shot-on-goal,5v5
130954,missed-shot,5v5
130955,shot-on-goal,5v5
130958,shot-on-goal,5v5
130960,shot-on-goal,5v5
130961,shot-on-goal,5v5
130962,missed-shot,5v5
130963,goal,5v5
130973,shot-on-goal,5v5
130974,missed-shot,5v5
130976,shot-on-goal,5v5
130984,goal,5v5
130986,shot-on-goal,5v5
130988,shot-on-goal,5v5
130992,goal,5v5
130994,shot-on-goal,5v5
131014,missed-shot,5v5
131017,shot-on-goal,5v5
131019,shot-on-goal,5v5
131021,shot-on-goal,5v5
131024,shot-on-goal,5v5
131027,shot-on-goal,5v5
131028,shot-on-goal,5v5
131035,shot-on-goal,5v5
131038,shot-on-goal,5v5
131039,shot-on-goal,5v5
131040,shot-on-goal,5v5
131044,shot-on-goal,5v5
131046,shot-on-goal,5v5
131048,missed-shot,5v5
131049,missed-shot,5v5
131050,shot-on-goal,5v5
131057,shot-on-goal,5v5
131058,shot-on-goal,5v5
131059,shot-on-goal,5v5
131068,shot-on-goal,5v5
131076,shot-on-goal,5v5
131079,shot-on-goal,5v4
131082,shot-on-goal,5v4
131083,shot-on-goal,4v5
131085,goal,5v4
131091,shot-on-goal,5v5
131092,shot-on-goal,5v5
131095,shot-on-goal,5v5
131098,shot-on-goal,5v5
131101,shot-on-goal,5v5
131105,shot-on-goal,Other
131106,shot-on-goal,Other
131108,shot-on-goal,Other
131111,missed-shot,Other
131112,shot-on-goal,Other
131113,shot-on-goal,Other
131115,missed-shot,Other
131116,shot-on-goal,Other
131119,goal,Other
131123,missed-shot,5v5
131125,missed-shot,5v5
131129,shot-on-goal,4v5
131132,shot-on-goal,5v4
131133,shot-on-goal,5v4
131134,goal,5v5
131137,shot-on-goal,5v5
131143,goal,5v5
131146,missed-shot,5v5
131151,shot-on-goal,5v5
131157,shot-on-goal,5v5
131159,missed-shot,5v5
131161,missed-shot,5v5
131165,goal,5v5
131167,shot-on-goal,5v5
131170,missed-shot,5v4
131172,missed-shot,5v4
131173,missed-shot,5v4
131174,shot-on-goal,5v4
131175,missed-shot,5v4
131177,missed-shot,5v5
131179,shot-on-goal,5v5
131183,missed-shot,5v5
131184,shot-on-goal,5v5
